,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,AgeGroup,CustomerType,CreditScoreCategory,BalanceCategory,CustomerSegment
0,15634602,Hargrave,619,France,Female,42,2,101348.88,0.0,1,1,1,1,Mid-Life Adult (31-50),Short Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Short Term
1624,15804516,Builder,589,French,Male,38,2,79915.28,0.0,1,0,0,0,Mid-Life Adult (31-50),Short Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Short Term
1625,15681758,Baddeley,525,Spain,Female,25,10,69361.95,0.0,2,0,0,0,Young Adult (18-30),Long Term,Low,Low Balance,Low | Low Balance | Young Adult (18-30) | Long Term
1626,15630321,Hu,680,France,Male,44,3,86935.08,0.0,2,0,0,0,Mid-Life Adult (31-50),Short Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Short Term
1627,15588248,Hs?,617,France,Female,28,0,7597.83,0.0,2,1,1,1,Young Adult (18-30),Short Term,Medium,Low Balance,Medium | Low Balance | Young Adult (18-30) | Short Term
1628,15591932,Ford,680,France,Male,32,5,116957.6,92962.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
1629,15810347,Todd,662,Spain,Female,30,9,157884.83,0.0,2,1,1,0,Young Adult (18-30),Long Term,Medium,Low Balance,Medium | Low Balance | Young Adult (18-30) | Long Term
1630,15595303,Johnston,736,Germany,Male,46,5,77981.54,130813.0,1,1,1,1,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
1631,15634950,Obiajulu,657,Germany,Male,57,8,126369.55,107175.0,1,1,1,1,Older Adult (51+),Long Term,Medium,High Balance,Medium | High Balance | Older Adult (51+) | Long Term
1632,15685372,Azubuike,350,Spain,Male,54,1,191973.49,152677.0,1,1,1,1,Older Adult (51+),Short Term,Low,High Balance,Low | High Balance | Older Adult (51+) | Short Term
1633,15745827,Padovesi,617,French,Male,30,3,142940.39,132006.0,1,0,0,0,Young Adult (18-30),Short Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Short Term
1634,15755868,Farmer,562,France,Male,35,7,48869.67,0.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
1635,15735222,Ignatieff,705,Spain,Female,23,5,73131.73,0.0,2,1,1,0,Young Adult (18-30),Long Term,High,Low Balance,High | Low Balance | Young Adult (18-30) | Long Term
1636,15604804,Lu,516,France,Female,33,7,120037.36,127306.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
1637,15718944,Artemiev,573,France,Female,37,6,193995.37,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
1638,15678626,Okonkwo,538,Spain,Female,31,0,179453.66,0.0,2,0,0,0,Mid-Life Adult (31-50),Short Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Short Term
1639,15571550,Dore,699,France,Male,39,9,80963.92,0.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
1640,15723053,T'ang,504,Germany,Male,32,8,15658.99,170291.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
1641,15661528,Ashbolt,583,Spain,Male,47,5,92708.1,102562.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
1642,15754177,Bazarova,712,Spain,Male,53,2,26542.17,111061.0,2,0,0,0,Older Adult (51+),Short Term,High,High Balance,High | High Balance | Older Adult (51+) | Short Term
1643,15683544,Buccho,626,Spain,Male,62,3,65010.74,0.0,1,1,1,0,Older Adult (51+),Short Term,Medium,Low Balance,Medium | Low Balance | Older Adult (51+) | Short Term
1644,15708048,Burn,631,France,Female,34,4,106892.91,124379.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
1645,15701109,Andreyev,663,France,Female,37,7,185210.63,0.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
1646,15600110,Endrizzi,506,Germany,Female,41,3,4035.46,57746.0,1,0,0,0,Mid-Life Adult (31-50),Short Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Short Term
1647,15651533,Brown,570,Germany,Female,50,5,177805.44,129294.0,1,0,0,1,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
1648,15777904,Nock,703,France,Female,45,7,68831.72,0.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
1649,15655574,Okeke,698,Germany,Female,40,8,114732.62,150777.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
1650,15569423,Cunningham,731,Spain,Male,41,4,22299.27,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
1651,15718106,Kelley,625,France,Male,34,6,197283.2,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
1652,15585067,Wilson,634,Spain,Male,31,9,179485.96,108632.0,1,1,1,1,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
1653,15675501,Woods,616,French,Male,59,5,17699.48,153861.0,1,1,1,0,Older Adult (51+),Long Term,Medium,High Balance,Medium | High Balance | Older Adult (51+) | Long Term
1654,15633233,McFarland,500,France,Male,56,1,118490.8,100375.0,1,0,0,1,Older Adult (51+),Short Term,Low,High Balance,Low | High Balance | Older Adult (51+) | Short Term
1655,15667134,Cisneros,446,France,Male,32,8,133292.94,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
1656,15659105,Borchgrevink,669,France,Female,47,9,58170.24,61197.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
1657,15575409,Rozhkova,581,Germany,Male,31,6,107137.3,116892.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
1658,15752342,Bradley,704,Germany,Female,54,6,145071.33,133657.0,3,0,0,1,Older Adult (51+),Long Term,High,High Balance,High | High Balance | Older Adult (51+) | Long Term
1659,15654851,Obialo,748,France,Male,44,2,85495.24,92912.0,1,1,1,0,Mid-Life Adult (31-50),Short Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Short Term
1660,15741429,Hudson,680,Spain,Female,31,9,101139.3,119826.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
1661,15682356,Veltri,655,France,Female,37,7,10511.13,111853.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
1662,15806447,Mazzanti,690,Germany,Male,32,0,137916.49,106684.0,2,1,1,0,Mid-Life Adult (31-50),Short Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Short Term
1663,15800229,Thorpe,695,Germany,Male,40,7,193383.13,139022.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
1664,15663441,Golibe,700,Germany,Female,40,4,189826.96,148571.0,1,0,0,1,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
1665,15791991,Udinesi,773,French,Male,52,4,144113.42,0.0,1,1,1,0,Older Adult (51+),Long Term,High,Low Balance,High | Low Balance | Older Adult (51+) | Long Term
1666,15775082,Stewart,749,French,Male,42,1,143538.51,129777.0,2,1,1,0,Mid-Life Adult (31-50),Short Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Short Term
1667,15579706,Curtis,611,French,Female,46,5,77677.14,0.0,1,0,0,1,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
1668,15718247,Hayden,606,Spain,Female,46,8,183717.94,0.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
1669,15755722,H?,554,French,Male,24,10,92180.62,0.0,1,0,0,0,Young Adult (18-30),Long Term,Low,Low Balance,Low | Low Balance | Young Adult (18-30) | Long Term
1670,15582259,Campbell,567,France,Female,37,7,28690.9,0.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
1671,15716994,Green,559,Spain,Male,24,3,85891.02,114740.0,1,0,0,1,Young Adult (18-30),Short Term,Low,High Balance,Low | High Balance | Young Adult (18-30) | Short Term
1672,15586880,P'eng,594,Germany,Male,41,2,42050.24,122546.0,2,1,1,0,Mid-Life Adult (31-50),Short Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Short Term
1673,15713854,Cremonesi,513,French,Female,37,6,110142.34,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
1674,15780835,Liang,652,Germany,Female,26,1,179269.79,131908.0,1,1,1,0,Young Adult (18-30),Short Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Short Term
1675,15675896,Gough,680,Germany,Female,42,7,90558.24,105723.0,1,1,1,1,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
1676,15658459,Bates,784,Spain,Male,33,10,162022.47,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
1677,15658057,Padovesi,812,Spain,Female,44,8,66926.83,0.0,3,0,0,1,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
1678,15801767,Yin,784,Spain,Female,40,8,108891.3,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
1679,15569178,Kharlamov,570,France,Female,18,4,71811.9,82767.0,1,0,0,0,Young Adult (18-30),Long Term,Low,Low Balance,Low | Low Balance | Young Adult (18-30) | Long Term
1680,15731478,Nicholls,712,France,Female,42,1,92223.59,87843.0,1,0,0,0,Mid-Life Adult (31-50),Short Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Short Term
1681,15811236,Burns,705,Spain,Male,39,6,78065.9,133261.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
1682,15746749,Fleming,681,Spain,Female,32,3,59679.9,0.0,2,1,1,0,Mid-Life Adult (31-50),Short Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Short Term
1683,15662758,Watson,620,French,Male,41,0,85000.32,97925.0,1,0,0,0,Mid-Life Adult (31-50),Short Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Short Term
1684,15709387,Obiajulu,711,France,Male,52,5,159808.95,0.0,1,1,1,0,Older Adult (51+),Long Term,High,Low Balance,High | Low Balance | Older Adult (51+) | Long Term
1685,15572093,Han,613,France,Female,24,7,129001.3,140454.0,1,0,0,0,Young Adult (18-30),Long Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Long Term
1686,15713826,Ferguson,613,Germany,Female,20,0,113557.7,117356.0,1,0,0,1,Young Adult (18-30),Short Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Short Term
1687,15570205,Tao,682,Spain,Male,36,5,147758.51,0.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
1688,15589348,Le Grand,850,Spain,Male,37,4,28865.59,137205.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
1689,15804610,Valdez,601,France,Female,41,1,160607.06,0.0,2,1,1,0,Mid-Life Adult (31-50),Short Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Short Term
1690,15700854,Cunningham,595,Spain,Male,35,8,100015.79,0.0,1,0,0,1,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
1691,15758836,Godfrey,675,Spain,Male,36,3,54478.52,54098.0,2,1,1,0,Mid-Life Adult (31-50),Short Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Short Term
1692,15772933,Mai,591,Spain,Male,31,8,141677.33,0.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
1693,15809006,Walker,602,France,Male,23,7,84077.6,113758.0,2,0,0,0,Young Adult (18-30),Long Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Long Term
1694,15689612,Pirozzi,554,Spain,Female,34,8,106981.03,0.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
1695,15744614,Feng,541,France,Male,37,9,73551.44,118637.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
1696,15704250,Akabueze,506,French,Male,34,7,115842.1,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
1697,15700255,Robson,814,Germany,Male,44,8,107013.59,95489.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
1698,15669410,Yevdokimova,683,French,Male,30,8,24938.84,110830.0,2,0,0,0,Young Adult (18-30),Long Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Long Term
1699,15807595,Ijendu,485,Germany,Male,51,7,51113.14,144245.0,2,0,0,0,Older Adult (51+),Long Term,Low,High Balance,Low | High Balance | Older Adult (51+) | Long Term
1700,15664523,Colombo,696,Germany,Female,31,8,33828.64,122022.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
1701,15642833,Akubundu,608,France,Female,30,8,128875.86,0.0,2,0,0,0,Young Adult (18-30),Long Term,Medium,Low Balance,Medium | Low Balance | Young Adult (18-30) | Long Term
1702,15605279,Francis,792,France,Male,50,9,194700.81,0.0,4,1,1,1,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
1703,15713644,Marshall,686,Spain,Male,22,5,158974.45,0.0,2,0,0,0,Young Adult (18-30),Long Term,Medium,Low Balance,Medium | Low Balance | Young Adult (18-30) | Long Term
1704,15750466,Rhodes,790,Germany,Male,42,1,198182.73,85840.0,1,0,0,0,Mid-Life Adult (31-50),Short Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Short Term
1705,15739054,Y?,654,France,Female,29,4,141404.07,96975.0,1,1,1,0,Young Adult (18-30),Long Term,Medium,Low Balance,Medium | Low Balance | Young Adult (18-30) | Long Term
1706,15612771,Bell,452,French,Male,35,4,4175.68,148172.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
1707,15788483,Kerr,719,Spain,Male,38,0,126876.47,0.0,1,0,0,0,Mid-Life Adult (31-50),Short Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Short Term
1708,15732832,Jideofor,707,France,Female,40,5,41052.82,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
1709,15772892,Robertson,699,French,Female,49,2,105760.01,0.0,1,0,0,0,Mid-Life Adult (31-50),Short Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Short Term
1710,15713843,Kao,850,Spain,Male,30,2,27937.12,0.0,2,1,1,0,Young Adult (18-30),Short Term,High,Low Balance,High | Low Balance | Young Adult (18-30) | Short Term
1711,15567993,Palmer,828,Spain,Male,28,8,79355.87,134767.0,1,0,0,0,Young Adult (18-30),Long Term,High,High Balance,High | High Balance | Young Adult (18-30) | Long Term
1712,15617603,Mackay,850,Germany,Male,30,5,102180.27,123211.0,2,1,1,0,Young Adult (18-30),Long Term,High,High Balance,High | High Balance | Young Adult (18-30) | Long Term
1713,15744983,Burgmann,712,Spain,Male,47,1,95719.73,139887.0,1,1,1,0,Mid-Life Adult (31-50),Short Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Short Term
1714,15630419,Davis,634,France,Male,44,9,57121.51,149961.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
1715,15738828,Milano,730,Germany,Male,45,6,162478.11,152881.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
1716,15778025,Dellucci,685,Germany,Male,43,9,194808.51,108589.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
1717,15799479,Coles,809,Spain,Male,33,9,124045.65,0.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
1718,15684269,Gray,707,Spain,Female,35,3,17987.4,56674.0,1,0,0,1,Mid-Life Adult (31-50),Short Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Short Term
1719,15762745,Macvitie,648,Spain,Male,32,8,133653.38,0.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
1720,15746970,Townsend,760,Spain,Female,57,1,25101.17,0.0,2,1,1,0,Older Adult (51+),Short Term,High,Low Balance,High | Low Balance | Older Adult (51+) | Short Term
1721,15725024,Pope,805,Germany,Female,33,3,33330.89,105664.0,2,1,1,0,Mid-Life Adult (31-50),Short Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Short Term
1722,15592116,Jensen,585,French,Female,39,7,2401.26,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
1723,15624391,Thomson,595,Spain,Female,30,5,178361.04,100684.0,1,1,1,0,Young Adult (18-30),Long Term,Low,High Balance,Low | High Balance | Young Adult (18-30) | Long Term
1724,15567422,Chiazagomekpele,630,France,Male,42,6,162697.93,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
1725,15612627,Ozuluonye,627,Germany,Male,29,5,80607.33,139542.0,2,0,0,0,Young Adult (18-30),Long Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Long Term
1726,15574879,Wright,631,Germany,Female,37,2,23146.62,121802.0,2,1,1,0,Mid-Life Adult (31-50),Short Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Short Term
1727,15745107,Lung,776,Germany,Male,38,5,89893.6,112282.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
1728,15734491,Lombardo,676,Spain,Female,36,4,3173.31,0.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
1729,15675320,Leonard,758,Spain,Female,40,5,123218.81,93500.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
1730,15643824,Johnston,637,French,Male,33,0,74588.41,132256.0,2,1,1,0,Mid-Life Adult (31-50),Short Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Short Term
1731,15643438,P'eng,850,France,Male,20,7,31288.77,0.0,2,0,0,0,Young Adult (18-30),Long Term,High,Low Balance,High | Low Balance | Young Adult (18-30) | Long Term
1732,15721730,Amechi,601,Spain,Female,44,4,58561.31,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Long Term
1733,15680727,Fang,735,France,Male,49,5,148804.36,121973.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
1734,15752508,Docherty,614,Germany,Male,32,7,51117.06,99463.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
1735,15808846,Horton,672,Germany,Female,21,3,164537.17,165879.0,2,1,1,0,Young Adult (18-30),Short Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Short Term
1736,15727251,Vincent,642,French,Male,30,8,61977.82,117494.0,1,0,0,0,Young Adult (18-30),Long Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Long Term
1737,15663489,Onio,633,Germany,Female,29,0,193362.99,138577.0,1,0,0,0,Young Adult (18-30),Short Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Short Term
1738,15683677,Schiavone,769,Spain,Male,39,9,47722.79,0.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
1739,15596414,Chandler,796,Spain,Male,41,8,18510.41,107525.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
1740,15730639,Fiorentino,715,French,Male,23,7,65057.71,139225.0,2,0,0,0,Young Adult (18-30),Long Term,High,High Balance,High | High Balance | Young Adult (18-30) | Long Term
1741,15672132,Butusov,695,France,Female,42,7,46374.64,121454.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
1742,15742638,Wang,747,French,Female,25,4,42039.67,0.0,2,1,1,0,Young Adult (18-30),Long Term,High,Low Balance,High | Low Balance | Young Adult (18-30) | Long Term
1743,15578603,Alexeieva,584,Germany,Female,54,1,138192.98,77354.0,1,0,0,1,Older Adult (51+),Short Term,Low,Low Balance,Low | Low Balance | Older Adult (51+) | Short Term
1744,15726088,Vinogradova,476,French,Male,40,6,22735.45,0.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
1745,15682533,Hughes,850,French,Female,39,7,186910.74,79260.0,1,1,1,0,Mid-Life Adult (31-50),Long Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Long Term
1746,15772995,Ts'ao,529,France,Male,30,2,75285.47,116295.0,1,0,0,0,Young Adult (18-30),Short Term,Low,High Balance,Low | High Balance | Young Adult (18-30) | Short Term
1747,15765694,Bage,584,Spain,Female,59,1,130260.11,0.0,1,1,1,1,Older Adult (51+),Short Term,Low,Low Balance,Low | Low Balance | Older Adult (51+) | Short Term
1748,15659486,Yudina,586,Germany,Male,34,9,15034.93,74310.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
1749,15568963,Naquin,674,Germany,Male,34,2,175709.4,152798.0,1,0,0,1,Mid-Life Adult (31-50),Short Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Short Term
1750,15703820,Endrizzi,552,France,Male,42,9,101069.71,133701.0,2,0,0,1,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
1751,15569410,Tang,601,Germany,Female,33,7,153012.13,114430.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
1752,15632256,Schroeder,541,French,Male,29,7,86173.92,127505.0,1,0,0,0,Young Adult (18-30),Long Term,Low,High Balance,Low | High Balance | Young Adult (18-30) | Long Term
1753,15724466,Swearingen,744,Germany,Female,41,2,197548.63,84113.0,1,0,0,0,Mid-Life Adult (31-50),Short Term,High,Low Balance,High | Low Balance | Mid-Life Adult (31-50) | Short Term
1754,15777639,McGregor,595,Spain,Female,23,10,37042.8,101127.0,2,0,0,0,Young Adult (18-30),Long Term,Low,High Balance,Low | High Balance | Young Adult (18-30) | Long Term
1755,15802501,Onyeorulu,724,Germany,Male,33,5,121085.72,103565.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
1756,15778410,Clarke,533,Spain,Female,52,7,194113.99,0.0,1,1,1,1,Older Adult (51+),Long Term,Low,Low Balance,Low | Low Balance | Older Adult (51+) | Long Term
1757,15670702,Smith,618,France,Male,37,2,101273.23,168178.0,2,1,1,0,Mid-Life Adult (31-50),Short Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Short Term
1758,15704763,Kozlova,523,Germany,Female,39,1,118711.75,143903.0,1,1,1,1,Mid-Life Adult (31-50),Short Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Short Term
1759,15645544,Nekrasov,642,Germany,Female,30,5,582.53,129754.0,1,0,0,0,Young Adult (18-30),Long Term,Medium,High Balance,Medium | High Balance | Young Adult (18-30) | Long Term
1760,15757646,Olague,584,French,Male,35,9,192381.21,0.0,2,0,0,0,Mid-Life Adult (31-50),Long Term,Low,Low Balance,Low | Low Balance | Mid-Life Adult (31-50) | Long Term
1761,15701121,Holt,521,France,Male,38,5,136507.69,110641.0,1,1,1,1,Mid-Life Adult (31-50),Long Term,Low,High Balance,Low | High Balance | Mid-Life Adult (31-50) | Long Term
1762,15796313,Olsen,662,France,Female,36,4,138871.12,166909.0,2,0,0,1,Mid-Life Adult (31-50),Long Term,Medium,High Balance,Medium | High Balance | Mid-Life Adult (31-50) | Long Term
1763,15815660,Mazzi,758,France,Female,34,1,60728.89,154139.0,1,1,1,0,Mid-Life Adult (31-50),Short Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Short Term
1764,15602844,Niu,717,French,Male,38,7,189175.71,97459.0,1,0,0,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
1765,15636238,Graham,611,French,Male,40,1,102547.56,0.0,2,1,1,0,Mid-Life Adult (31-50),Short Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Short Term
1766,15770101,Millar,766,Germany,Male,43,6,36706.56,112088.0,2,1,1,0,Mid-Life Adult (31-50),Long Term,High,High Balance,High | High Balance | Mid-Life Adult (31-50) | Long Term
1767,15645543,Bell,636,France,Female,34,3,44756.25,0.0,2,1,1,0,Mid-Life Adult (31-50),Short Term,Medium,Low Balance,Medium | Low Balance | Mid-Life Adult (31-50) | Short Term
